  Memory: 55 messages, 1 profile entries

[38;5;214m
       ██╗ █████╗ ██████╗ ██╗   ██╗██╗███████╗
       ██║██╔══██╗██╔══██╗██║   ██║██║██╔════╝
       ██║███████║██████╔╝██║   ██║██║███████╗
  ██   ██║██╔══██║██╔══██╗╚██╗ ██╔╝██║╚════██║
  ╚█████╔╝██║  ██║██║  ██║ ╚████╔╝ ██║███████║
   ╚════╝ ╚═╝  ╚═╝╚═╝  ╚═╝  ╚═══╝  ╚═╝╚══════╝
[0m
  [1mJ.A.R.V.I.S.[0m  v5.1 — Just A Rather Very Intelligent System
  ──────────────────────────────────────────
  [38;5;214m>[0m Phone:   https://192.168.101.13:8822
  [38;5;214m>[0m Local:   https://localhost:8822
  [38;5;214m>[0m SSL:     ON
  [15:32:09] "GET /jobs HTTP/1.1" 200 -
  [15:32:09] "GET /jobs HTTP/1.1" 200 -
  [15:32:09] "GET /perms HTTP/1.1" 200 -
  [15:32:11] "GET /jobs HTTP/1.1" 200 -
  [15:32:11] "GET /perms HTTP/1.1" 200 -
  [15:32:11] "GET /jobs HTTP/1.1" 200 -
  [15:32:12] "GET /jobs HTTP/1.1" 200 -
  [15:32:12] "GET /perms HTTP/1.1" 200 -
  [15:32:13] "GET /jobs HTTP/1.1" 200 -
  [15:32:14] "GET /jobs HTTP/1.1" 200 -
  [15:32:14] "GET /perms HTTP/1.1" 200 -
  [15:32:15] "GET /jobs HTTP/1.1" 200 -
  [15:32:15] "POST /send HTTP/1.1" 200 -
  [15:32:15] >> #4: Gracjan weźże teraz to wszystko przetestuj mistrzuniu to ma wszystko ładnie dzia
  [15:32:15] "GET /jobs HTTP/1.1" 200 -
  [15:32:15] "GET /perms HTTP/1.1" 200 -
  [15:32:15] "GET /jobs HTTP/1.1" 200 -
  [15:32:15] "GET /perms HTTP/1.1" 200 -
  [15:32:17] "GET /jobs HTTP/1.1" 200 -
  [15:32:17] "GET /perms HTTP/1.1" 200 -
  [15:32:17] "GET /jobs HTTP/1.1" 200 -
  [15:32:17] "GET /jobs HTTP/1.1" 200 -
  [15:32:18] "GET /jobs HTTP/1.1" 200 -
  [15:32:18] "GET /perms HTTP/1.1" 200 -
  [15:32:19] "GET /jobs HTTP/1.1" 200 -
  [15:32:19] "GET /jobs HTTP/1.1" 200 -
  [15:32:20] "GET /jobs HTTP/1.1" 200 -
  [15:32:20] "GET /perms HTTP/1.1" 200 -
  [15:32:21] "GET /jobs HTTP/1.1" 200 -
  [15:32:21] "GET /jobs HTTP/1.1" 200 -
  [15:32:21] "GET /perms HTTP/1.1" 200 -
  [15:32:21] "GET /jobs HTTP/1.1" 200 -
  [15:32:23] "GET /jobs HTTP/1.1" 200 -
  [15:32:23] "GET /perms HTTP/1.1" 200 -
  [15:32:23] "GET /jobs HTTP/1.1" 200 -
  [15:32:23] "GET /jobs HTTP/1.1" 200 -
  [15:32:24] "GET /jobs HTTP/1.1" 200 -
  [15:32:24] "GET /perms HTTP/1.1" 200 -
  [15:32:25] "GET /jobs HTTP/1.1" 200 -
  [15:32:25] "GET /jobs HTTP/1.1" 200 -
  [15:32:26] "GET /jobs HTTP/1.1" 200 -
  [15:32:26] "GET /perms HTTP/1.1" 200 -
  [15:32:27] "GET /jobs HTTP/1.1" 200 -
  [15:32:27] "GET /jobs HTTP/1.1" 200 -
  [15:32:27] "GET /perms HTTP/1.1" 200 -
  [15:32:27] "GET /jobs HTTP/1.1" 200 -
  [15:32:29] "GET /jobs HTTP/1.1" 200 -
  [15:32:29] "GET /perms HTTP/1.1" 200 -
  [15:32:29] "GET /jobs HTTP/1.1" 200 -
  [15:32:29] "GET /jobs HTTP/1.1" 200 -
  [15:32:30] "GET /jobs HTTP/1.1" 200 -
  [15:32:30] "GET /perms HTTP/1.1" 200 -
  [15:32:31] "GET /jobs HTTP/1.1" 200 -
  [15:32:31] "GET /jobs HTTP/1.1" 200 -
  [15:32:32] "GET /jobs HTTP/1.1" 200 -
  [15:32:32] "GET /perms HTTP/1.1" 200 -
  [15:32:33] "GET /jobs HTTP/1.1" 200 -
  [15:32:33] "GET /jobs HTTP/1.1" 200 -
  [15:32:33] "GET /perms HTTP/1.1" 200 -
  [15:32:33] "GET /jobs HTTP/1.1" 200 -
  [15:32:35] "GET /jobs HTTP/1.1" 200 -
  [15:32:35] "GET /perms HTTP/1.1" 200 -
  [15:32:35] "GET /jobs HTTP/1.1" 200 -
  [15:32:35] "GET /jobs HTTP/1.1" 200 -
  [15:32:36] "GET /jobs HTTP/1.1" 200 -
  [15:32:36] "GET /perms HTTP/1.1" 200 -
  [15:32:37] "GET /jobs HTTP/1.1" 200 -
  [15:32:37] "GET /jobs HTTP/1.1" 200 -
  [15:32:38] "GET /jobs HTTP/1.1" 200 -
  [15:32:38] "GET /perms HTTP/1.1" 200 -
  [15:32:39] "GET /jobs HTTP/1.1" 200 -
  [15:32:39] "GET /jobs HTTP/1.1" 200 -
  [15:32:39] "GET /perms HTTP/1.1" 200 -
  [15:32:39] "GET /jobs HTTP/1.1" 200 -
  [15:32:41] "GET /jobs HTTP/1.1" 200 -
  [15:32:41] "GET /perms HTTP/1.1" 200 -
  [15:32:41] "GET /jobs HTTP/1.1" 200 -
  [15:32:41] "GET /jobs HTTP/1.1" 200 -
  [15:32:42] "GET /jobs HTTP/1.1" 200 -
  [15:32:42] "GET /perms HTTP/1.1" 200 -
  [15:32:43] "GET /jobs HTTP/1.1" 200 -
  [15:32:43] "GET /jobs HTTP/1.1" 200 -
  [15:32:44] "GET /jobs HTTP/1.1" 200 -
  [15:32:44] "GET /perms HTTP/1.1" 200 -
  [15:32:45] "GET /jobs HTTP/1.1" 200 -
  [15:32:45] "GET /jobs HTTP/1.1" 200 -
  [15:32:45] "GET /perms HTTP/1.1" 200 -
  [15:32:45] "GET /jobs HTTP/1.1" 200 -
  [15:32:47] "GET /jobs HTTP/1.1" 200 -
  [15:32:47] "GET /perms HTTP/1.1" 200 -
  [15:32:47] "GET /jobs HTTP/1.1" 200 -
  [15:32:47] "GET /jobs HTTP/1.1" 200 -
  [15:32:48] "GET /jobs HTTP/1.1" 200 -
  [15:32:48] "GET /perms HTTP/1.1" 200 -
  [15:32:49] "GET /jobs HTTP/1.1" 200 -
  [15:32:49] "GET /jobs HTTP/1.1" 200 -
  [15:32:50] "GET /jobs HTTP/1.1" 200 -
  [15:32:50] "GET /perms HTTP/1.1" 200 -
  [15:32:51] "GET /jobs HTTP/1.1" 200 -
  [15:32:51] "GET /jobs HTTP/1.1" 200 -
  [15:32:51] "GET /perms HTTP/1.1" 200 -
  [15:32:51] "GET /jobs HTTP/1.1" 200 -
  [15:32:53] "GET /jobs HTTP/1.1" 200 -
  [15:32:53] "GET /perms HTTP/1.1" 200 -
  [15:32:53] "GET /jobs HTTP/1.1" 200 -
  [15:32:53] "GET /jobs HTTP/1.1" 200 -
  [15:32:54] "GET /jobs HTTP/1.1" 200 -
  [15:32:54] "GET /perms HTTP/1.1" 200 -
  [15:32:55] "GET /jobs HTTP/1.1" 200 -
  [15:32:55] "GET /jobs HTTP/1.1" 200 -
  [15:32:56] "GET /jobs HTTP/1.1" 200 -
  [15:32:56] "GET /perms HTTP/1.1" 200 -
  [15:32:57] "GET /jobs HTTP/1.1" 200 -
  [15:32:57] "GET /jobs HTTP/1.1" 200 -
  [15:32:57] "GET /perms HTTP/1.1" 200 -
  [15:32:57] "GET /jobs HTTP/1.1" 200 -
  [15:32:59] "GET /jobs HTTP/1.1" 200 -
  [15:32:59] "GET /perms HTTP/1.1" 200 -
  [15:32:59] "GET /jobs HTTP/1.1" 200 -
  [15:32:59] "GET /jobs HTTP/1.1" 200 -
  [15:33:00] "GET /jobs HTTP/1.1" 200 -
  [15:33:00] "GET /perms HTTP/1.1" 200 -
  [15:33:01] "GET /jobs HTTP/1.1" 200 -
  [15:33:01] "GET /jobs HTTP/1.1" 200 -
  [15:33:02] "GET /jobs HTTP/1.1" 200 -
  [15:33:02] "GET /perms HTTP/1.1" 200 -
  [15:33:03] "GET /jobs HTTP/1.1" 200 -
  [15:33:03] "GET /jobs HTTP/1.1" 200 -
  [15:33:03] "GET /perms HTTP/1.1" 200 -
  [15:33:03] "GET /jobs HTTP/1.1" 200 -
  [15:33:05] "GET /jobs HTTP/1.1" 200 -
  [15:33:05] "GET /perms HTTP/1.1" 200 -
  [15:33:05] "GET /jobs HTTP/1.1" 200 -
  [15:33:05] "GET /jobs HTTP/1.1" 200 -
  [15:33:06] "GET /jobs HTTP/1.1" 200 -
  [15:33:06] "GET /perms HTTP/1.1" 200 -
  [15:33:07] "GET /jobs HTTP/1.1" 200 -
  [15:33:07] "GET /jobs HTTP/1.1" 200 -
  [15:33:08] "GET /jobs HTTP/1.1" 200 -
  [15:33:08] "GET /perms HTTP/1.1" 200 -
  [15:33:09] "GET /jobs HTTP/1.1" 200 -
  [15:33:09] "GET /jobs HTTP/1.1" 200 -
  [15:33:09] "GET /perms HTTP/1.1" 200 -
  [15:33:09] "GET /jobs HTTP/1.1" 200 -
  [15:33:11] "GET /jobs HTTP/1.1" 200 -
  [15:33:11] "GET /perms HTTP/1.1" 200 -
  [15:33:11] "GET /jobs HTTP/1.1" 200 -
  [15:33:11] "GET /jobs HTTP/1.1" 200 -
  [15:33:12] "GET /jobs HTTP/1.1" 200 -
  [15:33:12] "GET /perms HTTP/1.1" 200 -
  [15:33:13] "GET /jobs HTTP/1.1" 200 -
  [15:33:13] "GET /jobs HTTP/1.1" 200 -
  [15:33:14] "GET /jobs HTTP/1.1" 200 -
  [15:33:14] "GET /perms HTTP/1.1" 200 -
  [15:33:15] "GET /jobs HTTP/1.1" 200 -
  [15:33:15] "GET /jobs HTTP/1.1" 200 -
  [15:33:15] "GET /perms HTTP/1.1" 200 -
  [15:33:15] "GET /jobs HTTP/1.1" 200 -
  [15:33:17] "GET /jobs HTTP/1.1" 200 -
  [15:33:17] "GET /perms HTTP/1.1" 200 -
  [15:33:17] "GET /jobs HTTP/1.1" 200 -
  [15:33:17] "GET /jobs HTTP/1.1" 200 -
  [15:33:18] "GET /jobs HTTP/1.1" 200 -
  [15:33:18] "GET /perms HTTP/1.1" 200 -
  [15:33:19] "GET /jobs HTTP/1.1" 200 -
  [15:33:19] "GET /jobs HTTP/1.1" 200 -
  [15:33:20] "GET /jobs HTTP/1.1" 200 -
  [15:33:20] "GET /perms HTTP/1.1" 200 -
  [15:33:21] "GET /jobs HTTP/1.1" 200 -
  [15:33:21] "GET /jobs HTTP/1.1" 200 -
  [15:33:21] "GET /perms HTTP/1.1" 200 -
  [15:33:21] "GET /jobs HTTP/1.1" 200 -
  [15:33:23] "GET /jobs HTTP/1.1" 200 -
  [15:33:23] "GET /perms HTTP/1.1" 200 -
  [15:33:23] "GET /jobs HTTP/1.1" 200 -
  [15:33:23] "GET /jobs HTTP/1.1" 200 -
  [15:33:24] "GET /jobs HTTP/1.1" 200 -
  [15:33:24] "GET /perms HTTP/1.1" 200 -
  [15:33:25] "GET /jobs HTTP/1.1" 200 -
  [15:33:25] "GET /jobs HTTP/1.1" 200 -
  [15:33:26] "GET /jobs HTTP/1.1" 200 -
  [15:33:26] "GET /perms HTTP/1.1" 200 -
  [15:33:27] "GET /jobs HTTP/1.1" 200 -
  [15:33:27] "GET /jobs HTTP/1.1" 200 -
  [15:33:27] "GET /perms HTTP/1.1" 200 -
  [15:33:27] "GET /jobs HTTP/1.1" 200 -
  [15:33:29] "GET /jobs HTTP/1.1" 200 -
  [15:33:29] "GET /perms HTTP/1.1" 200 -
  [15:33:29] "GET /jobs HTTP/1.1" 200 -
  [15:33:29] "GET /jobs HTTP/1.1" 200 -
  [15:33:30] "GET /jobs HTTP/1.1" 200 -
  [15:33:30] "GET /perms HTTP/1.1" 200 -
  [15:33:31] "GET /jobs HTTP/1.1" 200 -
  [15:33:31] "GET /jobs HTTP/1.1" 200 -
  [15:33:32] "GET /jobs HTTP/1.1" 200 -
  [15:33:32] "GET /perms HTTP/1.1" 200 -
  [15:33:33] "GET /jobs HTTP/1.1" 200 -
  [15:33:33] "GET /jobs HTTP/1.1" 200 -
  [15:33:33] "GET /perms HTTP/1.1" 200 -
  [15:33:33] "GET /jobs HTTP/1.1" 200 -
  [15:33:35] "GET /jobs HTTP/1.1" 200 -
  [15:33:35] "GET /perms HTTP/1.1" 200 -
  [15:33:35] "GET /jobs HTTP/1.1" 200 -
  [15:33:35] "GET /jobs HTTP/1.1" 200 -
  [15:33:36] "GET /jobs HTTP/1.1" 200 -
  [15:33:36] "GET /perms HTTP/1.1" 200 -
  [15:33:37] "GET /jobs HTTP/1.1" 200 -
  [15:33:37] "GET /jobs HTTP/1.1" 200 -
  [15:33:38] "GET /jobs HTTP/1.1" 200 -
  [15:33:38] "GET /perms HTTP/1.1" 200 -
  [15:33:39] "GET /jobs HTTP/1.1" 200 -
  [15:33:39] "GET /jobs HTTP/1.1" 200 -
  [15:33:39] "GET /perms HTTP/1.1" 200 -
  [15:33:39] "GET /jobs HTTP/1.1" 200 -
  [15:33:41] "GET /jobs HTTP/1.1" 200 -
  [15:33:41] "GET /perms HTTP/1.1" 200 -
  [15:33:41] "GET /jobs HTTP/1.1" 200 -
  [15:33:41] "GET /jobs HTTP/1.1" 200 -
  [15:33:42] "GET /jobs HTTP/1.1" 200 -
  [15:33:42] "GET /perms HTTP/1.1" 200 -
  [15:33:43] "GET /jobs HTTP/1.1" 200 -
  [15:33:43] "GET /jobs HTTP/1.1" 200 -
  [15:33:44] "GET /jobs HTTP/1.1" 200 -
  [15:33:44] "GET /perms HTTP/1.1" 200 -
  [15:33:45] "GET /jobs HTTP/1.1" 200 -
  [15:33:45] "GET /jobs HTTP/1.1" 200 -
  [15:33:45] "GET /perms HTTP/1.1" 200 -
  [15:33:45] "GET /jobs HTTP/1.1" 200 -
  [15:33:47] "GET /jobs HTTP/1.1" 200 -
  [15:33:47] "GET /perms HTTP/1.1" 200 -
  [15:33:47] "GET /jobs HTTP/1.1" 200 -
  [15:33:47] "GET /jobs HTTP/1.1" 200 -
  [15:33:48] "GET /jobs HTTP/1.1" 200 -
  [15:33:48] "GET /perms HTTP/1.1" 200 -
  [15:33:49] "GET /jobs HTTP/1.1" 200 -
  [15:33:49] "GET /jobs HTTP/1.1" 200 -
  [15:33:50] "GET /jobs HTTP/1.1" 200 -
  [15:33:50] "GET /perms HTTP/1.1" 200 -
  [15:33:51] "GET /jobs HTTP/1.1" 200 -
  [15:33:51] "GET /jobs HTTP/1.1" 200 -
  [15:33:51] "GET /perms HTTP/1.1" 200 -
  [15:33:51] "GET /jobs HTTP/1.1" 200 -
  [15:33:53] "GET /jobs HTTP/1.1" 200 -
  [15:33:53] "GET /perms HTTP/1.1" 200 -
  [15:33:53] "GET /jobs HTTP/1.1" 200 -
  [15:33:53] "GET /jobs HTTP/1.1" 200 -
  [15:33:54] "GET /jobs HTTP/1.1" 200 -
  [15:33:54] "GET /perms HTTP/1.1" 200 -
  [15:33:55] "GET /jobs HTTP/1.1" 200 -
  [15:33:55] "GET /jobs HTTP/1.1" 200 -
  [15:33:56] "GET /jobs HTTP/1.1" 200 -
  [15:33:56] "GET /perms HTTP/1.1" 200 -
  [15:33:57] "GET /jobs HTTP/1.1" 200 -
  [15:33:57] "GET /jobs HTTP/1.1" 200 -
  [15:33:57] "GET /perms HTTP/1.1" 200 -
  [15:33:57] "GET /jobs HTTP/1.1" 200 -
  [15:33:59] "GET /jobs HTTP/1.1" 200 -
  [15:33:59] "GET /perms HTTP/1.1" 200 -
  [15:33:59] "GET /jobs HTTP/1.1" 200 -
  [15:33:59] "GET /jobs HTTP/1.1" 200 -
  [15:34:00] "GET /jobs HTTP/1.1" 200 -
  [15:34:00] "GET /perms HTTP/1.1" 200 -
  [15:34:01] "GET /jobs HTTP/1.1" 200 -
  [15:34:01] "GET /jobs HTTP/1.1" 200 -
  [15:34:02] "GET /jobs HTTP/1.1" 200 -
  [15:34:02] "GET /perms HTTP/1.1" 200 -
  [15:34:03] "GET /jobs HTTP/1.1" 200 -
  [15:34:03] "GET /jobs HTTP/1.1" 200 -
  [15:34:03] "GET /perms HTTP/1.1" 200 -
  [15:34:03] "GET /jobs HTTP/1.1" 200 -
  [15:34:05] "GET /jobs HTTP/1.1" 200 -
  [15:34:05] "GET /perms HTTP/1.1" 200 -
  [15:34:05] "GET /jobs HTTP/1.1" 200 -
  [15:34:05] "GET /jobs HTTP/1.1" 200 -
  [15:34:06] "GET /jobs HTTP/1.1" 200 -
  [15:34:06] "GET /perms HTTP/1.1" 200 -
  [15:34:07] "GET /jobs HTTP/1.1" 200 -
  [15:34:07] "GET /jobs HTTP/1.1" 200 -
  [15:34:08] "GET /jobs HTTP/1.1" 200 -
  [15:34:08] "GET /perms HTTP/1.1" 200 -
  [15:34:09] "GET /jobs HTTP/1.1" 200 -
  [15:34:09] "GET /jobs HTTP/1.1" 200 -
  [15:34:09] "GET /perms HTTP/1.1" 200 -
  [15:34:09] "GET /jobs HTTP/1.1" 200 -
  [15:34:11] "GET /jobs HTTP/1.1" 200 -
  [15:34:11] "GET /perms HTTP/1.1" 200 -
  [15:34:11] "GET /jobs HTTP/1.1" 200 -
  [15:34:11] "GET /jobs HTTP/1.1" 200 -
  [15:34:12] "GET /jobs HTTP/1.1" 200 -
  [15:34:12] "GET /perms HTTP/1.1" 200 -
  [15:34:13] "GET /jobs HTTP/1.1" 200 -
  [15:34:13] "GET /jobs HTTP/1.1" 200 -
  [15:34:14] "GET /jobs HTTP/1.1" 200 -
  [15:34:14] "GET /perms HTTP/1.1" 200 -
  [15:34:15] "GET /jobs HTTP/1.1" 200 -
  [15:34:15] "GET /jobs HTTP/1.1" 200 -
  [15:34:15] "GET /perms HTTP/1.1" 200 -
  [15:34:15] "GET /jobs HTTP/1.1" 200 -
  [15:34:17] "GET /jobs HTTP/1.1" 200 -
  [15:34:17] "GET /perms HTTP/1.1" 200 -
  [15:34:17] "GET /jobs HTTP/1.1" 200 -
  [15:34:17] "GET /jobs HTTP/1.1" 200 -
  [15:34:18] "GET /jobs HTTP/1.1" 200 -
  [15:34:18] "GET /perms HTTP/1.1" 200 -
  [15:34:19] "GET /jobs HTTP/1.1" 200 -
  [15:34:19] "GET /jobs HTTP/1.1" 200 -
  [15:34:20] "GET /jobs HTTP/1.1" 200 -
  [15:34:20] "GET /perms HTTP/1.1" 200 -
  [15:34:21] "GET /jobs HTTP/1.1" 200 -
  [15:34:21] "GET /jobs HTTP/1.1" 200 -
  [15:34:21] "GET /perms HTTP/1.1" 200 -
  [15:34:21] "GET /jobs HTTP/1.1" 200 -
  [15:34:23] "GET /jobs HTTP/1.1" 200 -
  [15:34:23] "GET /perms HTTP/1.1" 200 -
  [15:34:23] "GET /jobs HTTP/1.1" 200 -
  [15:34:23] "GET /jobs HTTP/1.1" 200 -
  [15:34:24] "GET /jobs HTTP/1.1" 200 -
  [15:34:24] "GET /perms HTTP/1.1" 200 -
  [15:34:25] "GET /jobs HTTP/1.1" 200 -
  [15:34:25] "GET /jobs HTTP/1.1" 200 -
  [15:34:26] "GET /jobs HTTP/1.1" 200 -
  [15:34:26] "GET /perms HTTP/1.1" 200 -
  [15:34:27] "GET /jobs HTTP/1.1" 200 -
  [15:34:27] "GET /jobs HTTP/1.1" 200 -
  [15:34:27] "GET /perms HTTP/1.1" 200 -
  [15:34:27] "GET /jobs HTTP/1.1" 200 -
  [15:34:29] "GET /jobs HTTP/1.1" 200 -
  [15:34:29] "GET /perms HTTP/1.1" 200 -
  [15:34:29] "GET /jobs HTTP/1.1" 200 -
  [15:34:29] "GET /jobs HTTP/1.1" 200 -
  [15:34:30] "GET /jobs HTTP/1.1" 200 -
  [15:34:30] "GET /perms HTTP/1.1" 200 -
  [15:34:31] "GET /jobs HTTP/1.1" 200 -
  [15:34:31] "GET /jobs HTTP/1.1" 200 -
  [15:34:32] "GET /jobs HTTP/1.1" 200 -
  [15:34:32] "GET /perms HTTP/1.1" 200 -
  [15:34:33] "GET /jobs HTTP/1.1" 200 -
  [15:34:33] "GET /jobs HTTP/1.1" 200 -
  [15:34:33] "GET /perms HTTP/1.1" 200 -
  [15:34:33] "GET /jobs HTTP/1.1" 200 -
  [15:34:35] "GET /jobs HTTP/1.1" 200 -
  [15:34:35] "GET /perms HTTP/1.1" 200 -
  [15:34:35] "GET /jobs HTTP/1.1" 200 -
  [15:34:35] "GET /jobs HTTP/1.1" 200 -
  [15:34:36] "GET /jobs HTTP/1.1" 200 -
  [15:34:36] "GET /perms HTTP/1.1" 200 -
  [15:34:37] "GET /jobs HTTP/1.1" 200 -
  [15:34:37] "GET /jobs HTTP/1.1" 200 -
  [15:34:38] "GET /jobs HTTP/1.1" 200 -
  [15:34:38] "GET /perms HTTP/1.1" 200 -
  [15:34:39] "GET /jobs HTTP/1.1" 200 -
  [15:34:39] "GET /jobs HTTP/1.1" 200 -
  [15:34:39] "GET /perms HTTP/1.1" 200 -
  [15:34:39] "GET /jobs HTTP/1.1" 200 -
  [15:34:41] "GET /jobs HTTP/1.1" 200 -
  [15:34:41] "GET /perms HTTP/1.1" 200 -
  [15:34:41] "GET /jobs HTTP/1.1" 200 -
  [15:34:41] "GET /jobs HTTP/1.1" 200 -
  [15:34:42] "GET /jobs HTTP/1.1" 200 -
  [15:34:42] "GET /perms HTTP/1.1" 200 -
  [15:34:43] "GET /jobs HTTP/1.1" 200 -
  [15:34:43] "POST /stop HTTP/1.1" 200 -
  [15:34:43] XX #4 STOPPED
  [15:34:43] "GET /jobs HTTP/1.1" 200 -
  [15:34:43] "GET /perms HTTP/1.1" 200 -
  [15:34:43] "GET /jobs HTTP/1.1" 200 -
  [15:34:43] "GET /jobs HTTP/1.1" 200 -
  [15:34:43] "GET /perms HTTP/1.1" 200 -
  [15:34:44] "GET /jobs HTTP/1.1" 200 -
  [15:34:44] "GET /perms HTTP/1.1" 200 -
  [15:34:45] "GET /jobs HTTP/1.1" 200 -
  [15:34:45] "GET /jobs HTTP/1.1" 200 -
  [15:34:45] "GET /perms HTTP/1.1" 200 -
  [15:34:47] "GET /jobs HTTP/1.1" 200 -
  [15:34:47] "GET /perms HTTP/1.1" 200 -
  [15:34:47] "GET /jobs HTTP/1.1" 200 -
  [15:34:48] "GET /jobs HTTP/1.1" 200 -
  [15:34:48] "GET /perms HTTP/1.1" 200 -
  [15:34:49] "GET /jobs HTTP/1.1" 200 -
  [15:34:50] "GET /jobs HTTP/1.1" 200 -
  [15:34:50] "GET /perms HTTP/1.1" 200 -
  [15:34:51] "GET /jobs HTTP/1.1" 200 -
  [15:34:51] "GET /jobs HTTP/1.1" 200 -
  [15:34:51] "GET /perms HTTP/1.1" 200 -
  [15:34:53] "GET /jobs HTTP/1.1" 200 -
  [15:34:53] "GET /perms HTTP/1.1" 200 -
  [15:34:53] "GET /jobs HTTP/1.1" 200 -
  [15:34:54] "GET /jobs HTTP/1.1" 200 -
  [15:34:54] "GET /perms HTTP/1.1" 200 -
  [15:34:55] "GET /jobs HTTP/1.1" 200 -
  [15:34:56] "GET /jobs HTTP/1.1" 200 -
  [15:34:56] "GET /perms HTTP/1.1" 200 -
  [15:34:57] "GET /jobs HTTP/1.1" 200 -
  [15:34:57] "GET /jobs HTTP/1.1" 200 -
  [15:34:57] "GET /perms HTTP/1.1" 200 -
  [15:34:59] "GET /jobs HTTP/1.1" 200 -
  [15:34:59] "GET /perms HTTP/1.1" 200 -
  [15:34:59] "GET /jobs HTTP/1.1" 200 -
  [15:35:00] "GET /jobs HTTP/1.1" 200 -
  [15:35:00] "GET /perms HTTP/1.1" 200 -
  [15:35:01] "GET /jobs HTTP/1.1" 200 -
  [15:35:02] "GET /jobs HTTP/1.1" 200 -
  [15:35:02] "GET /perms HTTP/1.1" 200 -
  [15:35:03] "GET /jobs HTTP/1.1" 200 -
  [15:35:03] "GET /jobs HTTP/1.1" 200 -
  [15:35:03] "GET /perms HTTP/1.1" 200 -
  [15:35:05] "GET /jobs HTTP/1.1" 200 -
  [15:35:05] "GET /perms HTTP/1.1" 200 -
  [15:35:05] "GET /jobs HTTP/1.1" 200 -
  [15:35:06] "GET /jobs HTTP/1.1" 200 -
  [15:35:06] "GET /perms HTTP/1.1" 200 -
  [15:35:07] "POST /send HTTP/1.1" 200 -
  [15:35:07] >> #5: bo twój jebany Jedyny błąd jest taki ty przechodzisz za dużo razy wpisujesz mama
  [15:35:07] "GET /jobs HTTP/1.1" 200 -
  [15:35:07] "GET /perms HTTP/1.1" 200 -
  [15:35:07] "GET /jobs HTTP/1.1" 200 -
  [15:35:08] "GET /jobs HTTP/1.1" 200 -
  [15:35:08] "GET /perms HTTP/1.1" 200 -
  [15:35:09] "GET /jobs HTTP/1.1" 200 -
  [15:35:09] "GET /jobs HTTP/1.1" 200 -
  [15:35:09] "GET /jobs HTTP/1.1" 200 -
  [15:35:09] "GET /perms HTTP/1.1" 200 -
  [15:35:11] "GET /jobs HTTP/1.1" 200 -
  [15:35:11] "GET /perms HTTP/1.1" 200 -
  [15:35:11] "GET /jobs HTTP/1.1" 200 -
  [15:35:11] "GET /jobs HTTP/1.1" 200 -
  [15:35:12] "GET /jobs HTTP/1.1" 200 -
  [15:35:12] "GET /perms HTTP/1.1" 200 -
  [15:35:13] "GET /jobs HTTP/1.1" 200 -
  [15:35:13] "GET /jobs HTTP/1.1" 200 -
  [15:35:14] "GET /jobs HTTP/1.1" 200 -
  [15:35:14] "GET /perms HTTP/1.1" 200 -
  [15:35:15] "GET /jobs HTTP/1.1" 200 -
  [15:35:15] "GET /jobs HTTP/1.1" 200 -
  [15:35:15] "GET /jobs HTTP/1.1" 200 -
  [15:35:15] "GET /perms HTTP/1.1" 200 -
  [15:35:17] "GET /jobs HTTP/1.1" 200 -
  [15:35:17] "GET /perms HTTP/1.1" 200 -
  [15:35:17] "GET /jobs HTTP/1.1" 200 -
  [15:35:17] "GET /jobs HTTP/1.1" 200 -
  [15:35:18] "GET /jobs HTTP/1.1" 200 -
  [15:35:18] "GET /perms HTTP/1.1" 200 -
  [15:35:19] "GET /jobs HTTP/1.1" 200 -
  [15:35:19] "GET /jobs HTTP/1.1" 200 -
  [15:35:20] "GET /jobs HTTP/1.1" 200 -
  [15:35:20] "GET /perms HTTP/1.1" 200 -
  [15:35:21] "GET /jobs HTTP/1.1" 200 -
  [15:35:21] "GET /jobs HTTP/1.1" 200 -
  [15:35:21] "GET /jobs HTTP/1.1" 200 -
  [15:35:21] "GET /perms HTTP/1.1" 200 -
  [15:35:23] "GET /jobs HTTP/1.1" 200 -
  [15:35:23] "GET /perms HTTP/1.1" 200 -
  [15:35:23] "GET /jobs HTTP/1.1" 200 -
  [15:35:23] "GET /jobs HTTP/1.1" 200 -
  [15:35:24] "GET /jobs HTTP/1.1" 200 -
  [15:35:24] "GET /perms HTTP/1.1" 200 -
  [15:35:25] "GET /jobs HTTP/1.1" 200 -
  [15:35:25] "GET /jobs HTTP/1.1" 200 -
  [15:35:26] "GET /jobs HTTP/1.1" 200 -
  [15:35:26] "GET /perms HTTP/1.1" 200 -
  [15:35:27] "GET /jobs HTTP/1.1" 200 -
  [15:35:27] "GET /jobs HTTP/1.1" 200 -
  [15:35:27] "GET /jobs HTTP/1.1" 200 -
  [15:35:27] "GET /perms HTTP/1.1" 200 -
  [15:35:29] "GET /jobs HTTP/1.1" 200 -
  [15:35:29] "GET /perms HTTP/1.1" 200 -
  [15:35:29] "GET /jobs HTTP/1.1" 200 -
  [15:35:29] "GET /jobs HTTP/1.1" 200 -
  [15:35:30] "GET /jobs HTTP/1.1" 200 -
  [15:35:30] "GET /perms HTTP/1.1" 200 -
  [15:35:31] "GET /jobs HTTP/1.1" 200 -
  [15:35:31] "GET /jobs HTTP/1.1" 200 -
